ExternalID,CategoryName,CategoryLevel,ParentCategoryExternalID,Non Taxable Flag,,
901 09 24Z Nr Bottle,901 09 24Z Nr Bottle,2,901 Soft Drinks,n,,
901 09B 24Z Nr Tea (Noncarb),901 09B 24Z Nr Tea (Noncarb),2,901 Soft Drinks,n,,
901 10 12Z Nr Plst /Ln,901 10 12Z Nr Plst /Ln,2,901 Soft Drinks,n,,
901 11 13.2Z/ 14Z Bottle,901 11 13.2Z/ 14Z Bottle,2,901 Soft Drinks,n,,
901 14 12Z Btl (Returnable),901 14 12Z Btl (Returnable),2,901 Soft Drinks,n,,
901 15 24z NR FAYGO,901 15 24z NR FAYGO,2,901 Soft Drinks,n,,
901 15A 24z NR Faygo (Noncarb),901 15A 24z NR Faygo (Noncarb),2,901 Soft Drinks,n,,
901 16 2 LITER FAYGO,901 16 2 LITER FAYGO,2,901 Soft Drinks,n,,
901 16A 2 Liter Faygo (Noncarb,901 16A 2 Liter Faygo (Noncarb,2,901 Soft Drinks,n,,
901 17 8z Can Specialty,901 17 8z Can Specialty,2,901 Soft Drinks,n,,
901 18 12z Can Specialty,901 18 12z Can Specialty,2,901 Soft Drinks,n,,
901 19 16z Can Specialty,901 19 16z Can Specialty,2,901 Soft Drinks,n,,
901 20 16z Bottle,901 20 16z Bottle,2,901 Soft Drinks,n,,
901 21 Sweetened Beverage Tax,901 21 Sweetened Beverage Tax,2,901 Soft Drinks,n,,
901 22 Deposit,901 22 Deposit,2,901 Soft Drinks,n,,
94 01 M&S Food,94 01 M&S Food,2,94 M&S Food,n,,
95 01 M&S Petroleum,95 01 M&S Petroleum,2,95 M&S Petroleum,n,,
950 01 State Prepaid Wrlss Fee,950 01 State Prepaid Wrlss Fee,2,950 Fees,n,,
950 02 Regulatory Fees 401,950 02 Regulatory Fees 401,2,950 Fees,n,,
950 03 Restaurant Fees,950 03 Restaurant Fees,2,950 Fees,n,,
952 01 Sft Drnk Contnr,952 01 Sft Drnk Contnr,2,952 Containers,n,,
952 02 MI Returns/Deposits,952 02 MI Returns/Deposits,2,952 Containers,n,,
952 02D Container Deposit,952 02D Container Deposit,2,952 Containers,n,,
952 02R Container Return,952 02R Container Return,2,952 Containers,n,,
97 01 Eby Delivery Allowance,97 01 Eby Delivery Allowance,2,97 Eby Delivery Allowance,n,,
PGA CSH Cash Only (SVC) Act,PGA CSH Cash Only (SVC) Act,2,PGA Prepaid Card-Activate,n,,
PGA NSF Netspend MC Fees,PGA NSF Netspend MC Fees,2,PGA Prepaid Card-Activate,n,,
PGA NSN Netspend MC Nonreload,PGA NSN Netspend MC Nonreload,2,PGA Prepaid Card-Activate,n,,
PGA NSR Netspend MC Reload ACT,PGA NSR Netspend MC Reload ACT,2,PGA Prepaid Card-Activate,n,,
PGA SVC Activate,PGA SVC Activate,2,PGA Prepaid Card-Activate,n,,
PGR CSH Cash Only (SVS) Rechrg,PGR CSH Cash Only (SVS) Rechrg,2,PGR Prepaid Card-Recharge,n,,
PGR NSR Netspend MC Reload Rec,PGR NSR Netspend MC Reload Rec,2,PGR Prepaid Card-Recharge,n,,
PGR SVC Recharge,PGR SVC Recharge,2,PGR Prepaid Card-Recharge,n,,
010 01 000 Instant Lottery,010 01 000 Instant Lottery,3,010 01 Instant Lottery,n,,
010 02 000 Instant Cashless,010 02 000 Instant Cashless,3,010 02 Instant Cashless,n,,
011 01 000 Machine Lottery,011 01 000 Machine Lottery,3,011 01 Machine Lottery,n,,
011 02 000 Machine Cashless,011 02 000 Machine Cashless,3,011 02 Machine Cashless,n,,
06 01 000 Eby Tote,06 01 000 Eby Tote,3,06 01 Eby Tote,n,,
100 01 001 FUEL 101-000 Reg Ga,100 01 001 FUEL 101-000 Reg Ga,3,100 01 Fuel,n,,
100 01 002 FUEL 102-112 Plus,100 01 002 FUEL 102-112 Plus,3,100 01 Fuel,n,,
100 01 003 FUEL 103-113 Unlead,100 01 003 FUEL 103-113 Unlead,3,100 01 Fuel,n,,
100 01 004 FUEL 104-114 Premiu,100 01 004 FUEL 104-114 Premiu,3,100 01 Fuel,n,,
100 01 005 FUEL 106-000 CAM2 R,100 01 005 FUEL 106-000 CAM2 R,3,100 01 Fuel,n,,
100 01 006 FUEL 107-000 CAM2 U,100 01 006 FUEL 107-000 CAM2 U,3,100 01 Fuel,n,,
100 01 007 FUEL 115-000 Bl Stk,100 01 007 FUEL 115-000 Bl Stk,3,100 01 Fuel,n,,
100 01 008 FUEL 116-000 E-80,100 01 008 FUEL 116-000 E-80,3,100 01 Fuel,n,,
100 01 009 FUEL 117-000 E-75,100 01 009 FUEL 117-000 E-75,3,100 01 Fuel,n,,
100 01 010 FUEL 118-000 E-85,100 01 010 FUEL 118-000 E-85,3,100 01 Fuel,n,,
100 01 013 FUEL 171-000 CNG,100 01 013 FUEL 171-000 CNG,3,100 01 Fuel,n,,
100 01 014 FUEL 176-000 Eth,100 01 014 FUEL 176-000 Eth,3,100 01 Fuel,n,,
100 01 015 FUEL 177-000 Raf,100 01 015 FUEL 177-000 Raf,3,100 01 Fuel,n,,
100 01 016 FUEL 108-000 RECFU,100 01 016 FUEL 108-000 RECFU,3,100 01 Fuel,n,,
100 01 017 FUEL 101-000 REC87,100 01 017 FUEL 101-000 REC87,3,100 01 Fuel,n,,
100 01 018 FUEL 102-000 REC90,100 01 018 FUEL 102-000 REC90,3,100 01 Fuel,n,,
100 01 019 FUEL 103-000 REC91,100 01 019 FUEL 103-000 REC91,3,100 01 Fuel,n,,
100 01 020 FUEL 104-000 ANPB2,100 01 020 FUEL 104-000 ANPB2,3,100 01 Fuel,n,,
100 01 021 FUEL 105-000 UPB88,100 01 021 FUEL 105-000 UPB88,3,100 01 Fuel,n,,
100 01 022 FUEL 109-000 UPB89,100 01 022 FUEL 109-000 UPB89,3,100 01 Fuel,n,,
100 01 023 FUEL 115-000 E15BG,100 01 023 FUEL 115-000 E15BG,3,100 01 Fuel,n,,
100 01 024 FUEL 116-000 E20BG,100 01 024 FUEL 116-000 E20BG,3,100 01 Fuel,n,,
100 01 025 FUEL 117-000 E30BG,100 01 025 FUEL 117-000 E30BG,3,100 01 Fuel,n,,
100 01 026 FUEL 119-000 E50BG,100 01 026 FUEL 119-000 E50BG,3,100 01 Fuel,n,,
100 01 027 FUEL 120-000 FAPB2,100 01 027 FUEL 120-000 FAPB2,3,100 01 Fuel,n,,
100 02 001 DSL 123-000 #1Dsl,100 02 001 DSL 123-000 #1Dsl,3,100 02 Diesel,n,,
100 02 002 DSL 124-000 #1Dsl E,100 02 002 DSL 124-000 #1Dsl E,3,100 02 Diesel,n,,
100 02 003 DSL 125-000 #2FOil,100 02 003 DSL 125-000 #2FOil,3,100 02 Diesel,n,,
100 02 004 DSL 127-000 #2Dsl E,100 02 004 DSL 127-000 #2Dsl E,3,100 02 Diesel,n,,
100 02 005 DSL 126-000 #2 DSL,100 02 005 DSL 126-000 #2 DSL,3,100 02 Diesel,n,,
100 02 006 DSL 128-CAR #2 Dsl,100 02 006 DSL 128-CAR #2 Dsl,3,100 02 Diesel,n,,
100 02 007 DSL 129-Off Rd DSL,100 02 007 DSL 129-Off Rd DSL,3,100 02 Diesel,n,,
100 02 011 FUEL 121-000 Kero,100 02 011 FUEL 121-000 Kero,3,100 02 Diesel,n,,
100 02 012 FUEL 122-000 #1Fuel,100 02 012 FUEL 122-000 #1Fuel,3,100 02 Diesel,n,,
100 02 016 FUEL 130-DEF,100 02 016 FUEL 130-DEF,3,100 02 Diesel,n,,
100 03 001 BIO/DIESEL DSC0C,100 03 001 BIO/DIESEL DSC0C,3,100 03 BIO/DIESEL,n,,
100 03 002 BIO/DIESEL DST0T,100 03 002 BIO/DIESEL DST0T,3,100 03 BIO/DIESEL,n,,
201 01 000 Ice,201 01 000 Ice,3,201 01 Non Consignment Ice,n,,
201 02 000 Fruit,201 02 000 Fruit,3,201 02 Sellable Produce,n,,
201 02 001 Vegetables,201 02 001 Vegetables,3,201 02 Sellable Produce,n,,
206 01 000 Subway,206 01 000 Subway,3,206 01 Subway,n,,
206 101 000 Non Perishable Supply,206 101 000 Non Perishable Supply,3,206 101 Dunkin Hot Beverage Supply,n,,
206 101 001 Perishable Supply,206 101 001 Perishable Supply,3,206 101 Dunkin Hot Beverage Supply,n,,
206 102 000 Hot Beverage,206 102 000 Hot Beverage,3,206 102 Dunkin Hot Beverage ,n,,
206 102 001 Hot Beverage Refills,206 102 001 Hot Beverage Refills,3,206 102 Dunkin Hot Beverage ,n,,
206 102 002 Hot Beverage Mugs,206 102 002 Hot Beverage Mugs,3,206 102 Dunkin Hot Beverage ,n,,
206 102 003 Bulk Coffee,206 102 003 Bulk Coffee,3,206 102 Dunkin Hot Beverage ,n,,
206 103 000 Non Perishable Supply,206 103 000 Non Perishable Supply,3,206 103 Dunkin Cold Beverage Supply,n,,
206 103 001 Perishable Supply,206 103 001 Perishable Supply,3,206 103 Dunkin Cold Beverage Supply,n,,
206 104 000 Cold Beverage,206 104 000 Cold Beverage,3,206 104 Dunkin Cold Beverage ,n,,
206 104 001 Cold Beverage Refills,206 104 001 Cold Beverage Refills,3,206 104 Dunkin Cold Beverage ,n,,
206 105 000 Non Perishable Supply,206 105 000 Non Perishable Supply,3,206 105 Dunkin Food Supply,n,,
206 105 001 Perishable Supply,206 105 001 Perishable Supply,3,206 105 Dunkin Food Supply,n,,
206 106 000 Dunkin Sandwich,206 106 000 Dunkin Sandwich,3,206 106 Dunkin Food,n,,
206 106 001 Dunkin Donut,206 106 001 Dunkin Donut,3,206 106 Dunkin Food,n,,
206 106 002 Dunkin Muffin,206 106 002 Dunkin Muffin,3,206 106 Dunkin Food,n,,
206 106 003 Dunkin Other,206 106 003 Dunkin Other,3,206 106 Dunkin Food,n,,
212 01 000 Non Perishable Supply,212 01 000 Non Perishable Supply,3,212 01 Hot Beverage Supply,n,,
212 01 001 Perishable Supply,212 01 001 Perishable Supply,3,212 01 Hot Beverage Supply,n,,
212 02 000 Hot Dispensed Beverage,212 02 000 Hot Dispensed Beverage,3,212 02 Hot Beverages,n,,
212 02 001 Hot Dispensed Iced Beverage,212 02 001 Hot Dispensed Iced Beverage,3,212 02 Hot Beverages,n,,
212 02 002 Hot Dispensed Refills,212 02 002 Hot Dispensed Refills,3,212 02 Hot Beverages,n,,
212 02 003 Hot Dispensed Mugs,212 02 003 Hot Dispensed Mugs,3,212 02 Hot Beverages,n,,
212 02 004 Bulk Coffee,212 02 004 Bulk Coffee,3,212 02 Hot Beverages,n,,
212 02 100 Hot MTO Beverages,212 02 100 Hot MTO Beverages,3,212 02 Hot Beverages,n,,
212 02 101 Hot MTO Iced Beverages,212 02 101 Hot MTO Iced Beverages,3,212 02 Hot Beverages,n,,
212 02 102 Hot MTO Extras,212 02 102 Hot MTO Extras,3,212 02 Hot Beverages,n,,
215 01 000 Non Perishable Supply,215 01 000 Non Perishable Supply,3,215 01 Cold Beverage Supply,n,,
215 01 001 Perishable Supply,215 01 001 Perishable Supply,3,215 01 Cold Beverage Supply,n,,
215 02 000 Cold Dispensed Beverages,215 02 000 Cold Dispensed Beverages,3,215 02 Cold Beverages,n,,
215 02 001 Cold Dispensed Refills,215 02 001 Cold Dispensed Refills,3,215 02 Cold Beverages,n,,
215 02 002 Cold Dispensed Mugs,215 02 002 Cold Dispensed Mugs,3,215 02 Cold Beverages,n,,
215 02 100 Cold MTO Beverages,215 02 100 Cold MTO Beverages,3,215 02 Cold Beverages,n,,
215 02 101 Cold MTO Iced Beverages,215 02 101 Cold MTO Iced Beverages,3,215 02 Cold Beverages,n,,
215 02 102 Cold MTO Extras,215 02 102 Cold MTO Extras,3,215 02 Cold Beverages,n,,
215 02 003 Cup of Ice,215 02 003 Cup of Ice,3,215 02 Cold Beverages,n,,
215 02 004 Freal,215 02 004 Freal,3,215 02 Cold Beverages,n,,
215 03 000 Shell Deposit,215 03 000 Shell Deposit,3,215 03 Misc Other,n,,
215 03 001 Taxes,215 03 001 Taxes,3,215 03 Misc Other,n,,
218 01 000 Sandwiches/Wraps,218 01 000 Sandwiches/Wraps,3,218 01 Entrees & Sides,n,,
218 01 001 Burritos,218 01 001 Burritos,3,218 01 Entrees & Sides,n,,
218 01 002 Salads,218 01 002 Salads,3,218 01 Entrees & Sides,n,,
218 01 003 Meals,218 01 003 Meals,3,218 01 Entrees & Sides,n,,
218 01 004 Snacks & Sides,218 01 004 Snacks & Sides,3,218 01 Entrees & Sides,n,,
218 01 005 Desserts,218 01 005 Desserts,3,218 01 Entrees & Sides,n,,
218 02 000 Meats,218 02 000 Meats,3,218 02 Dairy & Other Deli Products,n,,
218 02 001 Lunch Packs,218 02 001 Lunch Packs,3,218 02 Dairy & Other Deli Products,n,,
218 02 002 Snacking Cheese,218 02 002 Snacking Cheese,3,218 02 Dairy & Other Deli Products,n,,
218 02 003 Parfait/Yogurt,218 02 003 Parfait/Yogurt,3,218 02 Dairy & Other Deli Products,n,,
218 02 004 Other Dairy,218 02 004 Other Dairy,3,218 02 Dairy & Other Deli Products,n,,
218 03 000 FS Prepackaged Open Key,218 03 000 FS Prepackaged Open Key,3,218 03 Misc Other,n,,
221 01 000 Non Perishable Supply,221 01 000 Non Perishable Supply,3,221 01 Prepared Food Service Supply,n,,
221 01 001 Perishable Supply,221 01 001 Perishable Supply,3,221 01 Prepared Food Service Supply,n,,
221 02 000 Grill Items,221 02 000 Grill Items,3,221 02 Roller Grill,n,,
221 02 001 RG Other Items,221 02 001 RG Other Items,3,221 02 Roller Grill,n,,
221 03 000 Breakfast Sandwich,221 03 000 Breakfast Sandwich,3,221 03 Sandwich,n,,
221 03 001 Lunch Sandwich,221 03 001 Lunch Sandwich,3,221 03 Sandwich,n,,
221 04 000 Pizza,221 04 000 Pizza,3,221 04 Entrees & Sides,n,,
221 04 001 Salads,221 04 001 Salads,3,221 04 Entrees & Sides,n,,
221 04 002 Wraps,221 04 002 Wraps,3,221 04 Entrees & Sides,n,,
221 04 003 Breakfast Other,221 04 003 Breakfast Other,3,221 04 Entrees & Sides,n,,
221 04 004 Lunch Other,221 04 004 Lunch Other,3,221 04 Entrees & Sides,n,,
221 04 005 Snacks & Sides,221 04 005 Snacks & Sides,3,221 04 Entrees & Sides,n,,
221 04 006 Desserts ,221 04 006 Desserts ,3,221 04 Entrees & Sides,n,,
221 04 007 International Food,221 04 007 International Food,3,221 04 Entrees & Sides,n,,
221 05 000 Catering ,221 05 000 Catering ,3,221 05 Misc Other,n,,
221 05 001 FS Prepared Other Keys,221 05 001 FS Prepared Other Keys,3,221 05 Misc Other,n,,
231 01 000 Non Perishable Supply,231 01 000 Non Perishable Supply,3,231 01 Food Service Bakery Supplies,n,,
231 01 001 Perishable Supply,231 01 001 Perishable Supply,3,231 01 Food Service Bakery Supplies,n,,
231 02 000 DSD Self Serve,231 02 000 DSD Self Serve,3,231 02 Pastry/Donut,n,,
231 02 001 In Store Self Serve,231 02 001 In Store Self Serve,3,231 02 Pastry/Donut,n,,
231 02 002 Thaw and Serve,231 02 002 Thaw and Serve,3,231 02 Pastry/Donut,n,,
231 02 003 Commissary,231 02 003 Commissary,3,231 02 Pastry/Donut,n,,
231 02 004 DSD Packaged ,231 02 004 DSD Packaged ,3,231 02 Pastry/Donut,n,,
231 02 005  In Store Packaged ,231 02 005  In Store Packaged ,3,231 02 Pastry/Donut,n,,
231 02 006  Prepackaged ,231 02 006  Prepackaged ,3,231 02 Pastry/Donut,n,,
231 03 000 Grains,231 03 000 Grains,3,231 03 Other Baked Goods,n,,
231 03 001 Sweets,231 03 001 Sweets,3,231 03 Other Baked Goods,n,,
231 04 000 FS Bakery Open Key,231 04 000 FS Bakery Open Key,3,231 04 Misc Other,n,,
231 04 001 Frozen Yogurt,231 04 001 Frozen Yogurt,3,231 04 Misc Other,n,,
401 01 001 Above Premium,401 01 001 Above Premium,3,401 01 Beer,n,,
401 01 002 Premium,401 01 002 Premium,3,401 01 Beer,n,,
401 01 003 Value,401 01 003 Value,3,401 01 Beer,n,,
401 01 004 High End,401 01 004 High End,3,401 01 Beer,n,,
401 01 005 Non Alc,401 01 005 Non Alc,3,401 01 Beer,n,,
401 01 006 Keg,401 01 006 Keg,3,401 01 Beer,n,,
401 02 001 Wine,401 02 001 Wine,3,401 02 Wine,n,,
401 02 002 Coolers/Wine cocktails,401 02 002 Coolers/Wine cocktails,3,401 02 Wine,n,,
401 03 001 Liquor,401 03 001 Liquor,3,401 03 Liquor,n,,
401 03 002 Prepared Cocktails,401 03 002 Prepared Cocktails,3,401 03 Liquor,n,,
401 04 001 Open Key,401 04 001 Open Key,3,401 04 Misc Other,n,,
401 04 002 Accessories,401 04 002 Accessories,3,401 04 Misc Other,n,,
401 04 003 Non Alc Garnish,401 04 003 Non Alc Garnish,3,401 04 Misc Other,n,,
501 01 000 Unclassified,501 01 000 Unclassified,3,501 01 Premium,n,,
501 01 004 Camel,501 01 004 Camel,3,501 01 Premium,n,,
501 01 006 Kool,501 01 006 Kool,3,501 01 Premium,n,,
501 01 010 Marlboro,501 01 010 Marlboro,3,501 01 Premium,n,,
501 01 011 Merit,501 01 011 Merit,3,501 01 Premium,n,,
501 01 012 Newport,501 01 012 Newport,3,501 01 Premium,n,,
501 01 013 Now,501 01 013 Now,3,501 01 Premium,n,,
501 01 014 Pall Mall,501 01 014 Pall Mall,3,501 01 Premium,n,,
501 01 015 Parliament,501 01 015 Parliament,3,501 01 Premium,n,,
501 01 017 Salem,501 01 017 Salem,3,501 01 Premium,n,,
501 01 018 Tareyton,501 01 018 Tareyton,3,501 01 Premium,n,,
501 01 019 True,501 01 019 True,3,501 01 Premium,n,,
501 01 020 Vantage,501 01 020 Vantage,3,501 01 Premium,n,,
501 01 021 Winston,501 01 021 Winston,3,501 01 Premium,n,,
501 01 040 Benson/Hegs,501 01 040 Benson/Hegs,3,501 01 Premium,n,,
501 01 048 Satin,501 01 048 Satin,3,501 01 Premium,n,,
501 01 049 Virginia Slim,501 01 049 Virginia Slim,3,501 01 Premium,n,,
501 01 052 Quest,501 01 052 Quest,3,501 01 Premium,n,,
501 01 101 Marlboro,501 01 101 Marlboro,3,501 01 Premium,n,,
501 01 102 Newport,501 01 102 Newport,3,501 01 Premium,n,,
501 01 103 Pall Mall,501 01 103 Pall Mall,3,501 01 Premium,n,,
501 01 104 Camel,501 01 104 Camel,3,501 01 Premium,n,,
501 01 105 Tourney,501 01 105 Tourney,3,501 01 Premium,n,,
501 01 106 Winston,501 01 106 Winston,3,501 01 Premium,n,,
501 01 107 Kool,501 01 107 Kool,3,501 01 Premium,n,,
501 01 108 Maverick,501 01 108 Maverick,3,501 01 Premium,n,,
501 01 109 Parliament,501 01 109 Parliament,3,501 01 Premium,n,,
501 01 110 Doral,501 01 110 Doral,3,501 01 Premium,n,,
501 01 111 Salem,501 01 111 Salem,3,501 01 Premium,n,,
501 01 112 L & M,501 01 112 L & M,3,501 01 Premium,n,,
501 01 113 American Spirit,501 01 113 American Spirit,3,501 01 Premium,n,,
501 01 114 Basic,501 01 114 Basic,3,501 01 Premium,n,,
501 01 115 Misty,501 01 115 Misty,3,501 01 Premium,n,,
501 01 116 USA Gold,501 01 116 USA Gold,3,501 01 Premium,n,,
501 01 117 Virginia Slims,501 01 117 Virginia Slims,3,501 01 Premium,n,,
501 01 118 Capri,501 01 118 Capri,3,501 01 Premium,n,,
501 01 119 Benson & Hedges,501 01 119 Benson & Hedges,3,501 01 Premium,n,,
501 01 120 Old Gold,501 01 120 Old Gold,3,501 01 Premium,n,,
501 01 121 Sonoma,501 01 121 Sonoma,3,501 01 Premium,n,,
501 01 123 Nat Sherman,501 01 123 Nat Sherman,3,501 01 Premium,n,,
501 01 124 Dosal 305,501 01 124 Dosal 305,3,501 01 Premium,n,,
501 01 125 Pyramid,501 01 125 Pyramid,3,501 01 Premium,n,,
501 01 126 Wave,501 01 126 Wave,3,501 01 Premium,n,,
501 01 127 Chesterfield,501 01 127 Chesterfield,3,501 01 Premium,n,,
501 01 800 Vap,501 01 800 Vap,3,501 01 Premium,n,,
501 01 900 Shippers,501 01 900 Shippers,3,501 01 Premium,n,,
501 01 910 Rebrand Cigarettes,501 01 910 Rebrand Cigarettes,3,501 01 Premium,n,,
501 10 000 Unclassified,501 10 000 Unclassified,3,501 10 Discount,n,,
501 10 001 Doral,501 10 001 Doral,3,501 10 Discount,n,,
501 10 002 Cambridge,501 10 002 Cambridge,3,501 10 Discount,n,,
501 10 003 Old Gold,501 10 003 Old Gold,3,501 10 Discount,n,,
501 10 004 Maverick,501 10 004 Maverick,3,501 10 Discount,n,,
501 10 009 Alpine,501 10 009 Alpine,3,501 10 Discount,n,,
501 10 012 Bucks,501 10 012 Bucks,3,501 10 Discount,n,,
501 10 014 Pall Mall,501 10 014 Pall Mall,3,501 10 Discount,n,,
501 10 017 L & M,501 10 017 L & M,3,501 10 Discount,n,,
501 10 040 Basic,501 10 040 Basic,3,501 10 Discount,n,,
501 10 041 Collector|s Choice,501 10 041 Collector|s Choice,3,501 10 Discount,n,,
501 10 800 Vap,501 10 800 Vap,3,501 10 Discount,n,,
501 10 900 Shippers,501 10 900 Shippers,3,501 10 Discount,n,,
501 20 001 GPC,501 20 001 GPC,3,501 20 Sub Generic,n,,
501 20 002 Monarch,501 20 002 Monarch,3,501 20 Sub Generic,n,,
501 20 004 Usa Gold,501 20 004 Usa Gold,3,501 20 Sub Generic,n,,
501 20 005 Viceroy,501 20 005 Viceroy,3,501 20 Sub Generic,n,,
501 20 006 Malibu,501 20 006 Malibu,3,501 20 Sub Generic,n,,
501 20 007 Old Gold,501 20 007 Old Gold,3,501 20 Sub Generic,n,,
501 20 008 Maverick,501 20 008 Maverick,3,501 20 Sub Generic,n,,
501 20 010 Liggett Select,501 20 010 Liggett Select,3,501 20 Sub Generic,n,,
501 20 014 Pall Mall,501 20 014 Pall Mall,3,501 20 Sub Generic,n,,
501 20 015 Pyramid,501 20 015 Pyramid,3,501 20 Sub Generic,n,,
501 20 016 Eve,501 20 016 Eve,3,501 20 Sub Generic,n,,
501 20 037 Montclair,501 20 037 Montclair,3,501 20 Sub Generic,n,,
501 20 054 Boundary,501 20 054 Boundary,3,501 20 Sub Generic,n,,
501 20 060 Roger,501 20 060 Roger,3,501 20 Sub Generic,n,,
501 20 061 Gunsmoke,501 20 061 Gunsmoke,3,501 20 Sub Generic,n,,
501 20 062 GT One,501 20 062 GT One,3,501 20 Sub Generic,n,,
501 20 063 Bronco,501 20 063 Bronco,3,501 20 Sub Generic,n,,
501 20 064 Wave,501 20 064 Wave,3,501 20 Sub Generic,n,,
501 20 065 Kentucky Best,501 20 065 Kentucky Best,3,501 20 Sub Generic,n,,
501 20 100 Tourney,501 20 100 Tourney,3,501 20 Sub Generic,n,,
501 20 300 Misty,501 20 300 Misty,3,501 20 Sub Generic,n,,
501 20 800 VAP,501 20 800 VAP,3,501 20 Sub Generic,n,,
501 20 910 GC Sub Generic,501 20 910 GC Sub Generic,3,501 20 Sub Generic,n,,
501 99 000 Unclassified,501 99 000 Unclassified,3,501 99 Msa Upcharge,n,,
601 01 000 Unclassified,601 01 000 Unclassified,3,601 01 Tobacco,n,,
601 01 002 Rolling Papers,601 01 002 Rolling Papers,3,601 01 Tobacco,n,,
601 01 003 Pipes,601 01 003 Pipes,3,601 01 Tobacco,n,,
601 01 100 Chew,601 01 100 Chew,3,601 01 Tobacco,n,,
601 01 200 Cigars Pack,601 01 200 Cigars Pack,3,601 01 Tobacco,n,,
601 01 205 Cigars Pack Vap,601 01 205 Cigars Pack Vap,3,601 01 Tobacco,n,,
601 01 250 Cigars Single,601 01 250 Cigars Single,3,601 01 Tobacco,n,,
601 01 255 Cigars Single Vap,601 01 255 Cigars Single Vap,3,601 01 Tobacco,n,,
601 01 260 Cigars Single Premi,601 01 260 Cigars Single Premi,3,601 01 Tobacco,n,,
601 01 265 Cigars Single Vap R,601 01 265 Cigars Single Vap R,3,601 01 Tobacco,n,,
601 01 300 Little Cigars,601 01 300 Little Cigars,3,601 01 Tobacco,n,,
601 01 350 Little Cigars 20ct,601 01 350 Little Cigars 20ct,3,601 01 Tobacco,n,,
601 01 360 Filtered Cigars 20c,601 01 360 Filtered Cigars 20c,3,601 01 Tobacco,n,,
601 01 365 Filtered Cigars 20c,601 01 365 Filtered Cigars 20c,3,601 01 Tobacco,n,,
601 01 400 Moist,601 01 400 Moist,3,601 01 Tobacco,n,,
601 01 405 Moist-xxx,601 01 405 Moist-xxx,3,601 01 Tobacco,n,,
601 01 410 SNUS,601 01 410 SNUS,3,601 01 Tobacco,n,,
601 01 420 Moist VAP,601 01 420 Moist VAP,3,601 01 Tobacco,n,,
601 01 430 SNUS VAP,601 01 430 SNUS VAP,3,601 01 Tobacco,n,,
601 01 550 Pipe Tobacco,601 01 550 Pipe Tobacco,3,601 01 Tobacco,n,,
601 01 600 Roll Your Own,601 01 600 Roll Your Own,3,601 01 Tobacco,n,,
601 01 700 Vapor Non-Reorder,601 01 700 Vapor Non-Reorder,3,601 01 Tobacco,n,,
601 01 710 Vapor,601 01 710 Vapor,3,601 01 Tobacco,n,,
601 01 800 Accessories,601 01 800 Accessories,3,601 01 Tobacco,n,,
601 01 900 Shippers,601 01 900 Shippers,3,601 01 Tobacco,n,,
601 01 910 GC Tobacco,601 01 910 GC Tobacco,3,601 01 Tobacco,n,,
601 02 000 Unclassified,601 02 000 Unclassified,3,601 02 Candy,n,,
601 02 100 Regular Size Candy,601 02 100 Regular Size Candy,3,601 02 Candy,n,,
601 02 110 Hershey Regular Siz,601 02 110 Hershey Regular Siz,3,601 02 Candy,n,,
601 02 120 Nestle Regular Size,601 02 120 Nestle Regular Size,3,601 02 Candy,n,,
601 02 130 M&M Regular Size,601 02 130 M&M Regular Size,3,601 02 Candy,n,,
601 02 140 Willy Wonka,601 02 140 Willy Wonka,3,601 02 Candy,n,,
601 02 150 Nabisco/Planters,601 02 150 Nabisco/Planters,3,601 02 Candy,n,,
601 02 170 Miscellaneous,601 02 170 Miscellaneous,3,601 02 Candy,n,,
601 02 200 King Size Candy (Ot,601 02 200 King Size Candy (Ot,3,601 02 Candy,n,,
601 02 220 Hershey King Size,601 02 220 Hershey King Size,3,601 02 Candy,n,,
601 02 230 Nestle King Size,601 02 230 Nestle King Size,3,601 02 Candy,n,,
601 02 240 M&M King Size,601 02 240 M&M King Size,3,601 02 Candy,n,,
601 02 250 Theater Candy,601 02 250 Theater Candy,3,601 02 Candy,n,,
601 02 410 Lifesavers,601 02 410 Lifesavers,3,601 02 Candy,n,,
601 02 500 Hispanic Candy,601 02 500 Hispanic Candy,3,601 02 Candy,n,,
601 02 900 Shippers,601 02 900 Shippers,3,601 02 Candy,n,,
601 02 910 GC Candy,601 02 910 GC Candy,3,601 02 Candy,n,,
601 02 999 Test,601 02 999 Test,3,601 02 Candy,n,,
601 02A 000 Unclassified,601 02A 000 Unclassified,3,601 02A Gum/Mints,n,,
601 02A 100 Regular Size Gum,601 02A 100 Regular Size Gum,3,601 02A Gum/Mints,n,,
601 02A 110 Mints,601 02A 110 Mints,3,601 02A Gum/Mints,n,,
601 02A 114 Carefree,601 02A 114 Carefree,3,601 02A Gum/Mints,n,,
601 02A 118 Ice Breakers,601 02A 118 Ice Breakers,3,601 02A Gum/Mints,n,,
601 02A 122 Bubblicous,601 02A 122 Bubblicous,3,601 02A Gum/Mints,n,,
601 02A 126 Dentyne,601 02A 126 Dentyne,3,601 02A Gum/Mints,n,,
601 02A 127 Trident,601 02A 127 Trident,3,601 02A Gum/Mints,n,,
601 02A 130 Wrigley,601 02A 130 Wrigley,3,601 02A Gum/Mints,n,,
601 02A 134 Extra,601 02A 134 Extra,3,601 02A Gum/Mints,n,,
601 02A 142 Bazooka,601 02A 142 Bazooka,3,601 02A Gum/Mints,n,,
