174325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Each,1,,,,u,_013800166357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174383,n,STOUFFERS SMKD TURKEY CLUB PANINI,,g,601 17 001 Frozen Dinners,Count,,NESTLE S A SWITZERLAND,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Grocery,174383-1,3.99,u,_013800143914,Brand-***,STOUFFERS,Flavor Type-***,Turkey,IKB KEY (POG)-***,612905,Manufacturer-***,NESTLE S A SWITZERLAND,Product Type-***,Frozen Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM Eby Aurora,SCM EBY Aurora & McLane [Without Food Supplies],Transfer Group,SCM Parity DSP Forecast,,,,,
174910,n,ZOO JUICE PENGUIN PUNCH 10.1z,,g,601 11A 000 Flvr Wtr Non Crb,Count,,FLORIDA FRUIT JUICES,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Volume,Fl. Ounce,10.1,,,,,,CVO,n,y,n,,,Each,1,601 CVO Non Dairy,174910-1,0.99,u,_052894121583,Brand-***,ZOO JOOSE,Flavor Type-***,Punch,IKB KEY (POG)-***,650506,Manufacturer-***,FLORIDA FRUIT JUICES,Private Label-***,Private Label,Product Size-***,10oz,Product Type-***,Flavored Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM Eby Aurora,SCM EBY Aurora & McLane [Without Food Supplies],Transfer Group,SCM Parity DSP Forecast,,,,,
174910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Each,1,,,,u,_081780348179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Each,1,,,,u,_841112104015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174956,n,G FLAKE RED PEPPER WASH POT CRACKLIN 4z,,g,601 04A 250 Golden Flake,Count,,GOLDEN FLAKE SNACK FOODS INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,4,,,,,,General Merchandise,n,y,n,,,Each,1,DSD Salty/Meat Snacks,174956-1,1.99,u,_072080043208,Brand-***,GOLDEN FLAKE,Flavor Type-***,Regular,IKB KEY (POG)-***,657022,Manufacturer-***,GOLDEN FLAKE SNACK FOODS INC,Product Size-***,4oz,Product Type-***,Pork Skins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
175046,n,ICE BREAK WINTRGRN MNTS $1,,g,601 02A 118 Ice Breakers,Count,,ICE BREAK,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Confections,175046-1,1.00,u,_034000000654,Brand-***,ICE BREAK,Flavor Type-***,Mint,Flavor Type-***,Wintergreen,IKB KEY (POG)-***,659119,Manufacturer-***,ICE BREAK,Product Type-***,Mints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,SCM Parity DSP Forecast,,,,,
175357,n,TRISCUIT BIG BAG 1.94z,,g,601 03 000 Unclassified,Count,,Mondelez,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,1.94,,,,,,General Merchandise,n,y,n,,,Each,1,Cookie/Cracker,175357-1,1.09,u,_044000016418,Brand-***,Nabisco,Flavor Type-***,Non Applicable,FOOD SERVICE,krafttst,IKB KEY (POG)-***,659226,Manufacturer-***,Mondelez,Product Size-***,1.94oz,Product Type-***,Crackers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM EBY Aurora & McLane [Without Food Supplies],Transfer Group,,SCM Parity DSP Forecast,,,,,
175601,n,ARIZONA RX ENERGY HERBAL 23.5z CN,,g,601 14 000 Tea,Count,,ARIZONA BVRG USA LLC,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Volume,Fl. Ounce,23.5,,,,,,CVO,n,y,n,,,Each,1,601 CVO Non Dairy,175601-1,1.34,u,_613008718459,Brand-***,ARIZONA,Flavor Type-***,Energy,Manufacturer-***,ARIZONA BVRG USA LLC,Product Size-***,24oz,Product Type-***,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,SCM Parity DSP Forecast,,,,,
175889,n,MENTOS GUM FRUIT LIME BTL,,g,601 02A 720 Mentos,Count,,PERFETTI VAN MELLE,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Confections,175889-1,1.69,u,_073390003937,Brand-***,PERFETTI VAN MELLE,Flavor Type-***,Fruit,Flavor Type-***,Lime,IKB KEY (POG)-***,659361,Manufacturer-***,PERFETTI VAN MELLE,Product Type-***,Gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM EBY Aurora & McLane [Without Food Supplies],Transfer Group,,SCM Parity DSP Forecast,,,,,
176129,n,NANO LEATHER SKIN IPOD 2000,,g,601 22C 100 Phone Accessories,Count,,Solaray,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,176129-1,9.99,u,_080798310000,Brand-***,Misc. Cell phone acc,Flavor Type-***,Non Applicable,IKB KEY (POG)-***,659804,Manufacturer-***,Solaray,Product Type-***,Misc. Phone Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
176205,n,SHOCK WAVE ORANGE MANGO 16Z,,g,601 13A 000 Unclassified,Count,,MONARCH CUSTOM BEVERAGES,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Volume,Fl. Ounce,16,,,,,,CVO,n,y,n,,,Each,1,601 CVO Non Dairy,176205-1,1.99,u,_081780550213,Brand-***,SHOCKWAVE,Flavor Type-***,Orange,Flavor Type-***,Mango,IKB KEY (POG)-***,659851,Manufacturer-***,MONARCH CUSTOM BEVERAGES,Private Label-***,Private Label,Product Size-***,16oz,Product Type-***,Energy Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM Eby Aurora,SCM EBY Aurora & McLane [Without Food Supplies],Transfer Group,SCM Parity DSP Forecast,,,,,
176382,n,GATORADE FRUIT PNCH 6PK 20z,,g,601 13 000 Unclassified,Count,,PEPSICO INC,GATORADE FRUIT PNCH 20z,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Volume,FL. Ounce,20,,,,,,CVO,n,y,n,,,Each,1,601 CVO Non Dairy,176382-1,1.79,u,_052000206098,Brand-***,GATORADE,Flavor Type-***,Fruit Punch,IKB KEY (POG)-***,659827,Manufacturer-***,PEPSICO INC,Manufacturer-***,PEPSICO INC,Product Size-***,20oz,Product Size-***,6pk,Product Type-***,Sports Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,SCM Parity DSP Forecast,,,,,
176517,n,GRIZ SNUFF,,g,601 01 400 Moist,Count,,AMERICAN SNUFF COMPANY,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,Tobacco and Services,n,y,n,,,Each,1,TOB Moist,176517-1,9.12,u,_042100005523,Brand-***,GRIZ,BUYDOWN SMOKELESS TOB-fwv,ALL SNUFF $.10 OFF,BUYDOWN SMOKELESS TOB-fwv,GRIZZLY,BUYDOWN SMOKELESS TOB-fwv,KY SNUFF DISC GRZ/HSKY $.06OFF,BUYDOWN SMOKELESS TOB-fwv,GRIZZLY SNUFF $1,BUYDOWN SMOKELESS TOB-fwv,GRIZZLY SNUFF $5 ROLLS,BUYDOWN/SPECIALS SMOKELESS TOB-fwv,ALL SNUFF $.10 OFF,BUYDOWN/SPECIALS SMOKELESS TOB-fwv,KY SNUFF DISC PREM $.20 OFF,BUYDOWN/SPECIALS SMOKELESS TOB-fwv,KY SNUFF DISC GRZ/HSKY $.06OFF,BUYDOWN/SPECIALS SMOKELESS TOB-fwv,GRIZZLY-Single,BUYDOWN/SPECIALS SMOKELESS TOB-fwv,GRIZZLY-All,Flavor Type-***,Tobacco,IKB KEY (POG)-***,660331,Manufacturer-***,American Snuff Company,Product Size-***,Misc. Tobacco,Product Type-***,Snuff,SMOKELESS TOBACCO-fwv,SUB GENERIC,SMOKELESS TOBACCO-fwv,EBY CAT (B)  2.16.10,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM Eby Aurora,SCM EBY Aurora & McLane [Without Food Supplies],Transfer Group,SCM Parity DSP Forecast,,,,,
176517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-Each,5,TOB Moist,176517-5,45.60,u,_042100005530,Brand-***,Grizzly,BUYDOWN SMOKELESS TOB-fwv,ALL SNUFF $.10 OFF,BUYDOWN SMOKELESS TOB-fwv,GRIZZLY,BUYDOWN SMOKELESS TOB-fwv,KY SNUFF DISC GRZ/HSKY $.06OFF,BUYDOWN SMOKELESS TOB-fwv,GRIZZLY SNUFF $1,BUYDOWN SMOKELESS TOB-fwv,GRIZZLY SNUFF $5 ROLLS,BUYDOWN/SPECIALS SMOKELESS TOB-fwv,ALL SNUFF $.10 OFF,BUYDOWN/SPECIALS SMOKELESS TOB-fwv,KY SNUFF DISC GRZ/HSKY $.06OFF,BUYDOWN/SPECIALS SMOKELESS TOB-fwv,GRIZZLY-5pk,BUYDOWN/SPECIALS SMOKELESS TOB-fwv,GRIZZLY-All,Flavor Type-***,Tobacco,IKB KEY (POG)-***,660331,Manufacturer-***,American Snuff Company,Product Size-***,Misc. Tobacco,Product Type-***,Snuff,SMOKELESS TOBACCO-fwv,SUB GENERIC,SMOKELESS TOBACCO-fwv,EBY CAT (B)  2.16.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176584,n,FL XVL LAYS WAVY 2.75z,,g,601 04A 125 Lays/ Baked Lays,Count,,FRITO LAY,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,2.75,,,,,,General Merchandise,n,y,n,,,Each,1,DSD Salty/Meat Snacks,176584-1,1.29,u,_028400076814,Brand-***,LAYS,Flavor Type-***,Plain,IKB KEY (POG)-***,660374,Manufacturer-***,FRITO LAY,Product Size-***,2.75oz,Product Type-***,Potato Chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
176584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Each,1,,,,u,_028400083706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177760,n,BIC C2 SEL CASE W MINI LTR,,g,601 18 100 Bic General,Count,,BIC USA INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,177760-1,3.79,u,_070330624221,Brand-***,BIC,Flavor Type-***,Non Applicable,IKB KEY (POG)-***,672143,Manufacturer-***,BIC USA INC,Product Type-***,Cigarette Lighters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM Eby Aurora,Transfer Group,,,,,,,
177760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Each,1,,,,u,_070330624245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178061,n,HUBBA BUBBA GLOP STRAWBRY GUSH,,g,601 02G 000 Unclassified,Count,,WILLIAM WRIGLEY JR CO,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Confections,178061-1,0.99,u,_022000003690,Brand-***,HUBBA BUBBA,Flavor Type-***,Strawberry,IKB KEY (POG)-***,686755,Manufacturer-***,WILLIAM WRIGLEY JR CO,Product Type-***,Gum-Kids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,SCM Parity DSP Forecast,,,,,
1032432,n,COAX CABLE 18FT MINI 8 PL259,,g,601 20B 08 Truck Accessories,Count,,Barjan,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Auto,1032432-1,21.99,u,_045602565076,Brand-***,Misc. Trucker Merchandise,Flavor Type-***,Non Applicable,Manufacturer-***,Barjan,Product Type-***,Antenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
178180,n,BALANCE GOLD CARAMEL NT BLST 1.76z,,g,601 04 000 Energy Bars,Count,,NATURE'S BOUNTY,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,1.76,,,,,,General Merchandise,n,y,n,,,Each,1,Cookie/Cracker,178180-1,1.69,u,_750049005008,Brand-***,BALANCE BAR,Flavor Type-***,Caramel,Flavor Type-***,Nut,IKB KEY (POG)-***,686839,Manufacturer-***,NATURE'S BOUNTY,Product Size-***,1.76oz,Product Type-***,Bars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM EBY Aurora & McLane [Without Food Supplies],Transfer Group,,SCM Parity DSP Forecast,,,,,
1032647,n,MIC HOOK PLASTIC BLACK,,g,601 20B 08 Truck Accessories,Count,,Barjan,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Auto,1032647-1,1.89,u,_045602587009,Brand-***,Misc. Trucker Merchandise,Flavor Type-***,Non Applicable,Manufacturer-***,Barjan,Product Type-***,Antenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
1032690,n,MIC HOLDER PLASTIC BLACK,,g,601 20B 08 Truck Accessories,Count,,Barjan,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Auto,1032690-1,1.29,u,_045602587023,Brand-***,Misc. Trucker Merchandise,Flavor Type-***,Non Applicable,Manufacturer-***,Barjan,Product Type-***,Misc. Trucker Merchandise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
178395,n,FL SF SEEDS RANCH,,g,601 04B 100 Frito,Count,,FRITO LAY,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,DSD Salty/Meat Snacks,178395-1,0.99,u,_028400039086,Brand-***,FRITO LAY,Flavor Type-***,Ranch,IKB KEY (POG)-***,686966,Manufacturer-***,FRITO LAY,Product Size-***,4.75oz,Product Type-***,Seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
178395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Each,1,,,,u,_028400070911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178451,n,SOUTH BEACH NUT BAR BLAST,,g,601 04 000 Energy Bars,Count,,Kraft,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Cookie/Cracker,178451-1,0.99,u,_043000017999,Brand-***,South Beach,CONSUMABLE PRODUCTS-idc,KRAFT Test-From Eby 10.24.07,Flavor Type-***,Nut,IKB KEY (POG)-***,687014,Manufacturer-***,Kraft,Product Size-***,2.1oz,Product Type-***,Bars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
178627,n,BIC NFL BROWNS LIGHTER,,g,601 18 120 Bic Sports Lighters,Count,,BIC USA INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,178627-1,2.19,u,_070330615694,Brand-***,BIC,Flavor Type-***,Non Applicable,IKB KEY (POG)-***,688443,Manufacturer-***,BIC USA INC,Product Type-***,Cigarette Lighters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM Eby Aurora,Transfer Group,,,,,,,
178998,n,MUSCLE MILK VANILLA/CREME 14z,,g,601 13B 000 Energy Drink Other,Count,,CYTOSPORT INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Volume,Fl. Ounce,14,,,,,,CVO,n,y,n,,,Each,1,601 CVO Non Dairy,178998-1,3.49,u,_876063002028,Brand-***,MUSCLE MILK,Flavor Type-***,Vanilla,IKB KEY (POG)-***,688792,Manufacturer-***,CYTOSPORT INC,Product Size-***,14oz,Product Type-***,Energy Shake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM Pepsi G&J,Transfer Group,,SCM Parity DSP Forecast,,,,,
179135,n,FL XXL LAYS CHILI LIMON,,g,601 04A 125 Lays/ Baked Lays,Count,,FRITO LAY,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,DSD Salty/Meat Snacks,179135-1,4.29,u,_028400034296,Brand-***,LAYS,CONSUMABLE PRODUCTS-idc,FRITO XXL MN ONLY 11.11.08,Flavor Type-***,Chili-Lime,IKB KEY (POG)-***,688896,Manufacturer-***,FRITO LAY,NEW AGE PRODUCT GRPS-p05,LOST/MONSTER/RUMBA,Product Size-***,10oz,Product Type-***,Tortilla Chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
179135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Each,1,,,,u,_028400083294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Each,1,,,,u,_028400160261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179176,n,BIMBO GRAPE SPONCH,,g,601 05 500 Hispanic,Count,,BIMBO BAKERIES USA INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,DSD Cookie/Cracker/Pastry,179176-1,1.29,u,_074323014099,Brand-***,BIMBO,Flavor Type-***,Grape,IKB KEY (POG)-***,688845,Manufacturer-***,BIMBO BAKERIES USA INC,Product Type-***,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
179299,n,BRIDG BFSTKTND ORIGINAL 3z,,g,601 04C 000 Unclassified,Count,,Bridgford Foods of Illinois,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,3,,,,,,General Merchandise,n,y,n,,,Each,1,Meat Snacks,179299-1,4.99,u,_047500009294,Brand-***,Bridgeford Foods of Illinois,Flavor Type-***,Beef,IKB KEY (POG)-***,689026,Manufacturer-***,Bridgford Foods of Illinois,Product Size-***,Meat Snacks 3.25z Jerky,Product Type-***,Beef Stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM EBY Aurora & McLane [Without Food Supplies],Transfer Group,,SCM Parity DSP Forecast,,,,,
179460,n,GHIRARDELL SQR PEANUT BUTTER,,g,601 02 170 Miscellaneous,Count,,GHIRARDELLI CHOC COMPANY,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Confections,179460-1,0.39,u,_747599608209,Brand-***,GHIRARDELLI INTENSE DARK,Flavor Type-***,Chocolate,Flavor Type-***,Peanut Butter,IKB KEY (POG)-***,686928,Manufacturer-***,GHIRARDELLI CHOC COMPANY,Product Size-***,Confection All Other,Product Type-***,Confection Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM EBY Aurora & McLane [Without Food Supplies],Transfer Group,,SCM Parity DSP Forecast,,,,,
179510,n,SNYDER CHEDDAR CHIPS 10z,,g,601 04A 330 Snyder Of Berlin,Count,,SNYDERS LANCE INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,10,,,,,,General Merchandise,n,y,n,,,Each,1,DSD Salty/Meat Snacks,179510-1,4.29,u,_023000439298,Brand-***,SNYDER OF BERLIN,Flavor Type-***,Cheddar,IKB KEY (POG)-***,689198,Manufacturer-***,SNYDERS LANCE INC,Product Size-***,10oz,Product Type-***,Potato Chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
179675,n,ZGRIP RETRACTABLE PEN BLK,,g,601 26 120 Pens,Count,,ZEBRA PEN,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,179675-1,1.99,u,_045888222120,Brand-***,ZEBRA Z GRIP,Flavor Type-***,Non Applicable,IKB KEY (POG)-***,791606,Manufacturer-***,ZEBRA PEN,Product Type-***,Pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,SCM Parity DSP Forecast,,,,,
179852,n,FL XL DORITOS COOL RANCH,,g,601 04A 105 Doritos,Count,,FRITO LAY,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,DSD Salty/Meat Snacks,179852-1,2.99,u,_028400010573,Flavor Type-***,Cool Ranch,IKB KEY (POG)-***,689015,Manufacturer-***,FRITO LAY,Product Size-***,XL,Product Type-***,Doritos,Product Type-***,Take Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
179852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Each,1,,,,u,_028400022330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180615,n,SUPREME PB 3z,,g,601 04 000 Energy Bars,Count,,SUPREME PROTEIN LLC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Cookie/Cracker,180615-1,3.49,u,_639372021209,Brand-***,SUPREME PROTEIN,IKB KEY (POG)-***,689830,IKB KEY (POG)-***,689831,Manufacturer-***,SUPREME PROTEIN LLC,Product Size-***,3oz,Product Type-***,Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM Eby Aurora,SCM EBY Aurora & McLane [Without Food Supplies],Transfer Group,SCM Parity DSP Forecast,,,,,
180692,n,SEYFERT CHEESE POPCORN 2.5z,,g,601 04A 350 Seyferts,Count,,UTZ QUALITY FOODS,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,2.5,,,,,,General Merchandise,n,y,n,,,Each,1,DSD Salty/Meat Snacks,180692-1,0.99,u,_070175001331,Brand-***,SEYFERTS,Flavor Type-***,Cheese,IKB KEY (POG)-***,690357,Manufacturer-***,UTZ QUALITY FOODS,Product Size-***,2.5oz,Product Type-***,Popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
180747,n,HOSTESS PANTRY DONUTS,,g,601 05 000 Unclassified,Count,,HOSTESS BRANDS LLC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Pastry,180747-1,3.99,u,_045000011090,Brand-***,HOSTESS,IKB KEY (POG)-***,690397,Manufacturer-***,HOSTESS BRANDS LLC,Product Type-***,Donut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
180775,n,SNYDER GRANDE FIR ROASTED SALSA 16,,g,601 04A 410 Dips/Salsas,Count,,SNYDERS LANCE INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,16,,,,,,General Merchandise,n,y,n,,,Each,1,DSD Salty/Meat Snacks,180775-1,3.49,u,_077975085578,Brand-***,SNYDER OF BERLIN,Flavor Type-***,Fire,Flavor Type-***,Roasted,IKB KEY (POG)-***,690382,Manufacturer-***,SNYDERS LANCE INC,Product Type-***,Salsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
180850,n,COMBOS JALAPENO 6.3z,,g,601 04B 000 Unclassified,Count,,MARS INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,6.3,,,,,,General Merchandise,n,y,n,,,Each,1,Salty,180850-1,2.69,u,_041419300817,Brand-***,COMBOS,Flavor Type-***,Jalapeno,IKB KEY (POG)-***,690256,Manufacturer-***,MARS INC,Product Size-***,6.3oz,Product Type-***,Combos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM Eby Aurora,SCM EBY Aurora & McLane [Without Food Supplies],Transfer Group,SCM Parity DSP Forecast,,,,,
180892,n,FISHER CINNAMON ROLL FUISON 5.25z,,g,601 04B 000 Unclassified,Count,,JOHN B SANFILIPPO & SON,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,5.25,,,,,,General Merchandise,n,y,n,,,Each,1,Salty,180892-1,2.49,u,_070690275507,Brand-***,FISHER'S NUTS,Flavor Type-***,Cinnamon,IKB KEY (POG)-***,690419,Manufacturer-***,JOHN B SANFILIPPO & SON,Product Size-***,5.25oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,SCM EBY Aurora & McLane [Without Food Supplies],Transfer Group,,SCM Parity DSP Forecast,,,,,
