ProductCode,Name,XRefID,Description,Status,SupplierItemGroupName,SupplierPackageUOM,QuantityFactor,AvailabilityStartDate,AvailabilityEndDate,TypeCode,Number,CostLevel,PackageCost,PackageAllowance,CostStartDate,CostEndDate
_185124,BUGLES NACHO CHEESE 3z,137644,,a,601 04B 000,Case - 6,6.00,,,u,_016000280878,Master,6.26,0.00,2018-04-28,2075-12-31
_185124,,,,,,,,,,u,_016000513709,North Carolina,6.26,0.00,2018-04-28,2075-12-31
_185124,,,,,,,,,,u,_016000513792,South Carolina,6.26,0.00,2018-04-28,2075-12-31
_185124,,,,,,,,,,,,VA - 1.50,6.26,0.00,2018-04-28,2075-12-31
_185124,,,,,,,,,,,,VA - 2.50,6.26,0.00,2018-04-28,2075-12-31
_185124,,,,,,,,,,,,VA - 3.00,6.26,0.00,2018-04-28,2075-12-31
_185124,,,,,,,,,,,,VA - 3.50,6.26,0.00,2018-04-28,2075-12-31
_185124,,,,,,,,,,,,VA - 4.00,6.26,0.00,2018-04-28,2075-12-31
_185124,,,,,,,,,,,,VA - 4.50,6.26,0.00,2018-04-28,2075-12-31
_185124,,,,,,,,,,,,VA - 5.00,6.26,0.00,2018-04-28,2075-12-31
_185124,,,,,,,,,,,,VA - 5.40,6.26,0.00,2018-04-28,2075-12-31
_185124,,,,,,,,,,,,VA - 7.50,6.26,0.00,2018-04-28,2075-12-31
_185124,,,,,,,,,,,,VA - 8.50,6.26,0.00,2018-04-28,2075-12-31
_185124,,,,,,,,,,,,VA - 9.00,6.26,0.00,2018-04-28,2075-12-31
_185553,HOSTESS MUFF JR BERRY si,x1-1064968,,a,601 05 200,Case - 3,3.00,,,u,_888109010546,Master,2.95,0.00,2016-01-21,2075-12-31
_185553,,,,,,,,,,u,_888109011833,North Carolina,2.95,0.00,2016-01-21,2075-12-31
_185553,,,,,,,,,,,,South Carolina,2.95,0.00,2016-01-20,2075-12-31
_185553,,,,,,,,,,,,VA - 1.50,2.95,0.00,2016-01-21,2075-12-31
_185553,,,,,,,,,,,,VA - 2.50,2.95,0.00,2016-01-21,2075-12-31
_185553,,,,,,,,,,,,VA - 3.00,2.95,0.00,2016-01-21,2075-12-31
_185553,,,,,,,,,,,,VA - 3.50,2.95,0.00,2016-01-21,2075-12-31
_185553,,,,,,,,,,,,VA - 4.00,2.95,0.00,2016-01-21,2075-12-31
_185553,,,,,,,,,,,,VA - 4.50,2.95,0.00,2016-01-21,2075-12-31
_185553,,,,,,,,,,,,VA - 5.00,2.95,0.00,2016-01-21,2075-12-31
_185553,,,,,,,,,,,,VA - 5.40,2.95,0.00,2016-01-21,2075-12-31
_185553,,,,,,,,,,,,VA - 7.50,2.95,0.00,2016-01-21,2075-12-31
_185553,,,,,,,,,,,,VA - 8.50,2.95,0.00,2016-01-21,2075-12-31
_185553,,,,,,,,,,,,VA - 9.00,2.95,0.00,2016-01-21,2075-12-31
_186676,VUSE CART CREMA 5MG,1076223,,a,601 01 710,Case - 5,5.00,,,u,_849205001708,Master,27.27,0.00,2017-05-04,2075-12-31
_186676,,,,,,,,,,,,North Carolina,27.52,0.00,2017-05-04,2075-12-31
_186676,,,,,,,,,,,,South Carolina,27.27,0.00,2017-05-04,2075-12-31
_186676,,,,,,,,,,,,VA - 1.50,27.27,0.00,2017-05-04,2075-12-31
_186676,,,,,,,,,,,,VA - 2.50,27.27,0.00,2017-05-04,2075-12-31
_186676,,,,,,,,,,,,VA - 3.00,27.27,0.00,2017-05-04,2075-12-31
_186676,,,,,,,,,,,,VA - 3.50,27.27,0.00,2017-05-04,2075-12-31
_186676,,,,,,,,,,,,VA - 4.00,27.27,0.00,2017-05-04,2075-12-31
_186676,,,,,,,,,,,,VA - 4.50,27.27,0.00,2017-05-04,2075-12-31
_186676,,,,,,,,,,,,VA - 5.00,27.27,0.00,2017-05-04,2075-12-31
_186676,,,,,,,,,,,,VA - 5.40,27.27,0.00,2017-05-04,2075-12-31
_186676,,,,,,,,,,,,VA - 7.50,27.27,0.00,2017-05-04,2075-12-31
_186676,,,,,,,,,,,,VA - 8.50,27.27,0.00,2017-05-04,2075-12-31
_186676,,,,,,,,,,,,VA - 9.00,27.27,0.00,2017-05-04,2075-12-31
_187799,ZOO JUICE ORANGUTAN ORANGE,174911,,a,601 11A 000,Case - 24,24.00,,,u,_052894121590,Master,15.02,0.00,2016-04-17,2075-12-31
_187799,,,,,,,,,,u,_081780348186,North Carolina,15.02,0.00,2016-04-17,2075-12-31
_187799,,,,,,,,,,,,South Carolina,15.02,0.00,2016-04-17,2075-12-31
_187799,,,,,,,,,,,,VA - 1.50,15.02,0.00,2016-04-17,2075-12-31
_187799,,,,,,,,,,,,VA - 2.50,15.02,0.00,2016-04-17,2075-12-31
_187799,,,,,,,,,,,,VA - 3.00,15.02,0.00,2016-04-17,2075-12-31
_187799,,,,,,,,,,,,VA - 3.50,15.02,0.00,2016-04-17,2075-12-31
_187799,,,,,,,,,,,,VA - 4.00,15.02,0.00,2016-04-17,2075-12-31
_187799,,,,,,,,,,,,VA - 4.50,15.02,0.00,2016-04-17,2075-12-31
_187799,,,,,,,,,,,,VA - 5.00,15.02,0.00,2016-04-17,2075-12-31
_187799,,,,,,,,,,,,VA - 5.40,15.02,0.00,2016-04-17,2075-12-31
_187799,,,,,,,,,,,,VA - 7.50,15.02,0.00,2016-04-17,2075-12-31
_187799,,,,,,,,,,,,VA - 8.50,15.02,0.00,2016-04-17,2075-12-31
_187799,,,,,,,,,,,,VA - 9.00,15.02,0.00,2016-04-17,2075-12-31
_188052,HERSHEY KIT KAT BIG KAT,92885,,a,601 02W 110,Box - 36,36.00,,,u,_034000245246,Master,21.62,0.00,1900-01-01,2075-12-31
_188052,,,,,,,,,,u,_034000245253,North Carolina,21.62,0.00,2016-04-07,2075-12-31
_188052,,,,,,,,,,,,South Carolina,21.62,0.00,2016-04-07,2075-12-31
_188052,,,,,,,,,,,,VA - 1.50,21.62,0.00,2016-04-07,2075-12-31
_188052,,,,,,,,,,,,VA - 2.50,21.62,0.00,2016-04-07,2075-12-31
_188052,,,,,,,,,,,,VA - 3.00,21.62,0.00,2016-04-07,2075-12-31
_188052,,,,,,,,,,,,VA - 3.50,21.62,0.00,2016-04-07,2075-12-31
_188052,,,,,,,,,,,,VA - 4.00,21.62,0.00,2016-04-07,2075-12-31
_188052,,,,,,,,,,,,VA - 4.50,21.62,0.00,2016-04-07,2075-12-31
_188052,,,,,,,,,,,,VA - 5.00,21.62,0.00,2016-04-07,2075-12-31
_188052,,,,,,,,,,,,VA - 5.40,21.62,0.00,2016-04-07,2075-12-31
_188052,,,,,,,,,,,,VA - 7.50,21.62,0.00,2016-04-07,2075-12-31
_188052,,,,,,,,,,,,VA - 8.50,21.62,0.00,2016-04-07,2075-12-31
_188052,,,,,,,,,,,,VA - 9.00,21.62,0.00,2016-04-07,2075-12-31
_188425,HERSHEY COOKIES N CREME KING,175871,,a,601 02W 22,Case - 18,18.00,,,u,_034000196050,Master,19.10,0.00,2016-01-21,2075-12-31
_188425,,,,,,,,,,u,_034000196067,North Carolina,19.10,0.00,2016-01-21,2075-12-31
_188425,,,,,,,,,,,,South Carolina,19.10,0.00,2016-01-20,2075-12-31
_188425,,,,,,,,,,,,VA - 1.50,19.10,0.00,2016-01-21,2075-12-31
_188425,,,,,,,,,,,,VA - 2.50,19.10,0.00,2016-01-21,2075-12-31
_188425,,,,,,,,,,,,VA - 3.00,19.10,0.00,2016-01-21,2075-12-31
_188425,,,,,,,,,,,,VA - 3.50,19.10,0.00,2016-01-21,2075-12-31
_188425,,,,,,,,,,,,VA - 4.00,19.10,0.00,2016-01-21,2075-12-31
_188425,,,,,,,,,,,,VA - 4.50,19.10,0.00,2016-01-21,2075-12-31
_188425,,,,,,,,,,,,VA - 5.00,19.10,0.00,2016-01-21,2075-12-31
_188425,,,,,,,,,,,,VA - 5.40,19.10,0.00,2016-01-21,2075-12-31
_188425,,,,,,,,,,,,VA - 7.50,19.10,0.00,2016-01-21,2075-12-31
_188425,,,,,,,,,,,,VA - 8.50,19.10,0.00,2016-01-21,2075-12-31
_188425,,,,,,,,,,,,VA - 9.00,19.10,0.00,2016-01-21,2075-12-31
_188755,MH APPLE FRITTER 3Z,x1-1081797,,a,231 05 001,Case - 60,60.00,,,u,_042636020359,Master,22.05,9.56,2016-08-04,2075-12-31
_188755,,,,,,,,,,,,North Carolina,22.05,9.56,2016-08-04,2075-12-31
_188755,,,,,,,,,,,,South Carolina,22.05,9.56,2016-08-04,2075-12-31
_188755,,,,,,,,,,,,VA - 1.50,22.05,9.56,2016-08-04,2075-12-31
_188755,,,,,,,,,,,,VA - 2.50,22.05,9.56,2016-08-04,2075-12-31
_188755,,,,,,,,,,,,VA - 3.00,22.05,9.56,2016-08-04,2075-12-31
_188755,,,,,,,,,,,,VA - 3.50,22.05,9.56,2016-08-04,2075-12-31
_188755,,,,,,,,,,,,VA - 4.00,22.05,9.56,2016-08-04,2075-12-31
_188755,,,,,,,,,,,,VA - 4.50,22.05,9.56,2016-08-04,2075-12-31
_188755,,,,,,,,,,,,VA - 5.00,22.05,9.56,2016-08-04,2075-12-31
_188755,,,,,,,,,,,,VA - 5.40,22.05,9.56,2016-08-04,2075-12-31
_188755,,,,,,,,,,,,VA - 7.50,22.05,9.56,2016-08-04,2075-12-31
_188755,,,,,,,,,,,,VA - 8.50,22.05,9.56,2016-08-04,2075-12-31
_188755,,,,,,,,,,,,VA - 9.00,22.05,9.56,2016-08-04,2075-12-31
_188789,KOOL AID GRAPE 16z,1068290,,a,601 11A 000 Flvr Wtr Non Crb,Case - 12,12.00,,,u,_043000064757,Master,8.54,0.00,2016-04-21,2075-12-31
_188789,,,,,,,,,,,,North Carolina,8.54,0.00,2016-04-21,2075-12-31
_188789,,,,,,,,,,,,South Carolina,8.54,0.00,2016-04-21,2075-12-31
_188789,,,,,,,,,,,,VA - 1.50,8.54,0.00,2016-04-21,2075-12-31
_188789,,,,,,,,,,,,VA - 2.50,8.54,0.00,2016-04-21,2075-12-31
_188789,,,,,,,,,,,,VA - 3.00,8.54,0.00,2016-04-21,2075-12-31
_188789,,,,,,,,,,,,VA - 3.50,8.54,0.00,2016-04-21,2075-12-31
_188789,,,,,,,,,,,,VA - 4.00,8.54,0.00,2016-04-21,2075-12-31
_188789,,,,,,,,,,,,VA - 4.50,8.54,0.00,2016-04-21,2075-12-31
_188789,,,,,,,,,,,,VA - 5.00,8.54,0.00,2016-04-21,2075-12-31
_188789,,,,,,,,,,,,VA - 5.40,8.54,0.00,2016-04-21,2075-12-31
_188789,,,,,,,,,,,,VA - 7.50,8.54,0.00,2016-04-21,2075-12-31
_188789,,,,,,,,,,,,VA - 8.50,8.54,0.00,2016-04-21,2075-12-31
_188789,,,,,,,,,,,,VA - 9.00,8.54,0.00,2016-04-21,2075-12-31
_189068,SKOAL PCH MNT.75OFF,1064434,,a,601 01 420,Case - 5,5.00,,,u,_073100002267,Master,13.05,0.00,1900-01-01,2075-12-31
_189068,,,,,,,,,,,,North Carolina,0.00,0.00,2015-12-15,2075-12-31
_189068,,,,,,,,,,,,South Carolina,0.00,0.00,2015-12-15,2075-12-31
_189068,,,,,,,,,,,,Contract,0.00,0.00,2016-04-18,2075-12-31
_189134,BAVARIAN FILLED BISMARK/3 OZ,x1-20002954,,a,231 05 001,Case - 78,78.00,,,u,_042636020304,Master,16.77,6.88,2016-08-04,2075-12-31
_189134,,,,,,,,,,,,North Carolina,16.77,6.88,2016-08-04,2075-12-31
_189134,,,,,,,,,,,,South Carolina,16.77,6.88,2016-08-04,2075-12-31
_189134,,,,,,,,,,,,VA - 1.50,16.77,6.88,2016-08-04,2075-12-31
_189134,,,,,,,,,,,,VA - 2.50,16.77,6.88,2016-08-04,2075-12-31
_189134,,,,,,,,,,,,VA - 3.00,16.77,6.88,2016-08-04,2075-12-31
_189134,,,,,,,,,,,,VA - 3.50,16.77,6.88,2016-08-04,2075-12-31
_189134,,,,,,,,,,,,VA - 4.00,16.77,6.88,2016-08-04,2075-12-31
_189134,,,,,,,,,,,,VA - 4.50,16.77,6.88,2016-08-04,2075-12-31
_189134,,,,,,,,,,,,VA - 5.00,16.77,6.88,2016-08-04,2075-12-31
_189134,,,,,,,,,,,,VA - 5.40,16.77,6.88,2016-08-04,2075-12-31
_189134,,,,,,,,,,,,VA - 7.50,16.77,6.88,2016-08-04,2075-12-31
_189134,,,,,,,,,,,,VA - 8.50,16.77,6.88,2016-08-04,2075-12-31
_189134,,,,,,,,,,,,VA - 9.00,16.77,6.88,2016-08-04,2075-12-31
_189258,STARBURST FAVEREDS REG,179592,,a,601 02 000,Case - 24,24.00,,,u,_040000009702,Master,14.40,0.00,2016-01-21,2075-12-31
_189258,,,,,,,,,,u,_040000329701,North Carolina,14.40,0.00,2016-01-21,2075-12-31
_189258,,,,,,,,,,,,South Carolina,14.40,0.00,2016-01-20,2075-12-31
_189258,,,,,,,,,,,,VA - 1.50,14.40,0.00,2016-01-21,2075-12-31
_189258,,,,,,,,,,,,VA - 2.50,14.40,0.00,2016-01-21,2075-12-31
_189258,,,,,,,,,,,,VA - 3.00,14.40,0.00,2016-01-21,2075-12-31
_189258,,,,,,,,,,,,VA - 3.50,14.40,0.00,2016-01-21,2075-12-31
_189258,,,,,,,,,,,,VA - 4.00,14.40,0.00,2016-01-21,2075-12-31
_189258,,,,,,,,,,,,VA - 4.50,14.40,0.00,2016-01-21,2075-12-31
_189258,,,,,,,,,,,,VA - 5.00,14.40,0.00,2016-01-21,2075-12-31
_189258,,,,,,,,,,,,VA - 5.40,14.40,0.00,2016-01-21,2075-12-31
_189258,,,,,,,,,,,,VA - 7.50,14.40,0.00,2016-01-21,2075-12-31
_189258,,,,,,,,,,,,VA - 8.50,14.40,0.00,2016-01-21,2075-12-31
_189258,,,,,,,,,,,,VA - 9.00,14.40,0.00,2016-01-21,2075-12-31
_194837,KELLG SPEC K PRTN SHAKE FR VAN 10Z,10194844,,a,601 11B 000,Case - 4,4.00,,,u,_038000000423,Master,0.00,0.00,2016-01-18,2075-12-31
_196089,SOUR PATCH WATERMELON KING,1082216,,a,601 02 200,Box - 18,18.00,,,u,_070462002034,Master,13.52,0.00,1900-01-01,2075-12-31
_196089,,,,,,,,,,u,_070462002041,North Carolina,13.52,0.00,2016-10-20,2075-12-31
_196089,,,,,,,,,,,,South Carolina,13.52,0.00,2016-10-20,2075-12-31
_196089,,,,,,,,,,,,VA - 1.50,13.52,0.00,2016-10-20,2075-12-31
_196089,,,,,,,,,,,,VA - 2.50,13.52,0.00,2016-10-20,2075-12-31
_196089,,,,,,,,,,,,VA - 3.00,13.52,0.00,2016-10-20,2075-12-31
_196089,,,,,,,,,,,,VA - 3.50,13.52,0.00,2016-10-20,2075-12-31
_196089,,,,,,,,,,,,VA - 4.00,13.52,0.00,2016-10-20,2075-12-31
_196089,,,,,,,,,,,,VA - 4.50,13.52,0.00,2016-10-20,2075-12-31
_196089,,,,,,,,,,,,VA - 5.00,13.52,0.00,2016-10-20,2075-12-31
_196089,,,,,,,,,,,,VA - 5.40,13.52,0.00,2016-10-20,2075-12-31
_196089,,,,,,,,,,,,VA - 7.50,13.52,0.00,2016-10-20,2075-12-31
_196089,,,,,,,,,,,,VA - 8.50,13.52,0.00,2016-10-20,2075-12-31
_196089,,,,,,,,,,,,VA - 9.00,13.52,0.00,2016-10-20,2075-12-31
_196964,BARE FRUIT CHIPS FUJI RED APPLE,10190779,,a,601 04 000,Case - 6,6.00,,,u,_013971001884,Master,9.92,0.00,2016-05-11,2075-12-31
_196964,,,,,,,,,,,,North Carolina,9.92,0.00,2016-05-11,2075-12-31
_196964,,,,,,,,,,,,South Carolina,9.92,0.00,2016-05-11,2075-12-31
_196964,,,,,,,,,,,,VA - 1.50,9.92,0.00,2016-05-11,2075-12-31
_196964,,,,,,,,,,,,VA - 2.50,9.92,0.00,2016-05-11,2075-12-31
_196964,,,,,,,,,,,,VA - 3.00,9.92,0.00,2016-05-11,2075-12-31
_196964,,,,,,,,,,,,VA - 3.50,9.92,0.00,2016-05-11,2075-12-31
_196964,,,,,,,,,,,,VA - 4.00,9.92,0.00,2016-05-11,2075-12-31
_196964,,,,,,,,,,,,VA - 4.50,9.92,0.00,2016-05-11,2075-12-31
_196964,,,,,,,,,,,,VA - 5.00,9.92,0.00,2016-05-11,2075-12-31
_196964,,,,,,,,,,,,VA - 5.40,9.92,0.00,2016-05-11,2075-12-31
_196964,,,,,,,,,,,,VA - 7.50,9.92,0.00,2016-05-11,2075-12-31
_196964,,,,,,,,,,,,VA - 8.50,9.92,0.00,2016-05-11,2075-12-31
_196964,,,,,,,,,,,,VA - 9.00,9.92,0.00,2016-05-11,2075-12-31
_197541,LIL NEC CORK SCREW,18542,,a,601 23 475,Each,1.00,,,u,_792554201032,Master,1.22,0.00,2016-01-21,2075-12-31
_197541,,,,,,,,,,,,North Carolina,1.22,0.00,2016-01-21,2075-12-31
_197541,,,,,,,,,,,,South Carolina,1.22,0.00,2016-01-20,2075-12-31
_197541,,,,,,,,,,,,VA - 1.50,1.22,0.00,2016-01-21,2075-12-31
_197541,,,,,,,,,,,,VA - 2.50,1.22,0.00,2016-01-21,2075-12-31
_197541,,,,,,,,,,,,VA - 3.00,1.22,0.00,2016-01-21,2075-12-31
_197541,,,,,,,,,,,,VA - 3.50,1.22,0.00,2016-01-21,2075-12-31
_197541,,,,,,,,,,,,VA - 4.00,1.22,0.00,2016-01-21,2075-12-31
_197541,,,,,,,,,,,,VA - 4.50,1.22,0.00,2016-01-21,2075-12-31
_197541,,,,,,,,,,,,VA - 5.00,1.22,0.00,2016-01-21,2075-12-31
_197541,,,,,,,,,,,,VA - 5.40,1.22,0.00,2016-01-21,2075-12-31
_197541,,,,,,,,,,,,VA - 7.50,1.22,0.00,2016-01-21,2075-12-31
_197541,,,,,,,,,,,,VA - 8.50,1.22,0.00,2016-01-21,2075-12-31
_197541,,,,,,,,,,,,VA - 9.00,1.22,0.00,2016-01-21,2075-12-31
_197939,HAUS VANILLA 10ML 2.4%,1065001,,a,601 01 710,Case - 6,6.00,,,u,_855704008506,Master,26.42,0.00,2016-01-21,2075-12-31
_197939,,,,,,,,,,u,_855704008537,North Carolina,29.42,0.00,2016-01-21,2075-12-31
_197939,,,,,,,,,,,,South Carolina,26.42,0.00,2016-01-20,2075-12-31
_197939,,,,,,,,,,,,VA - 1.50,26.42,0.00,2016-01-21,2075-12-31
_197939,,,,,,,,,,,,VA - 2.50,26.42,0.00,2016-01-21,2075-12-31
_197939,,,,,,,,,,,,VA - 3.00,26.42,0.00,2016-01-21,2075-12-31
_197939,,,,,,,,,,,,VA - 3.50,26.42,0.00,2016-01-21,2075-12-31
_197939,,,,,,,,,,,,VA - 4.00,26.42,0.00,2016-01-21,2075-12-31
_197939,,,,,,,,,,,,VA - 4.50,26.42,0.00,2016-01-21,2075-12-31
_197939,,,,,,,,,,,,VA - 5.00,26.42,0.00,2016-01-21,2075-12-31
_197939,,,,,,,,,,,,VA - 5.40,26.42,0.00,2016-01-21,2075-12-31
_197939,,,,,,,,,,,,VA - 7.50,26.42,0.00,2016-01-21,2075-12-31
_197939,,,,,,,,,,,,VA - 8.50,26.42,0.00,2016-01-21,2075-12-31
_197939,,,,,,,,,,,,VA - 9.00,26.42,0.00,2016-01-21,2075-12-31
_199190,GC GLAD CLING WRAP  1,10002848,,a,601 34 000,Each,1.00,,,u,_012587000106,Master,0.00,0.00,2016-01-18,2075-12-31
_200972,Smoking Black Rolling Paper,1076385,,a,601 01 002,Case - 25,25.00,,,u,_071737981269,Master,26.52,0.00,2016-01-21,2075-12-31
_200972,,,,,,,,,,u,_071737981276,North Carolina,26.52,0.00,2016-01-21,2075-12-31
_200972,,,,,,,,,,,,South Carolina,26.52,0.00,2016-01-20,2075-12-31
_200972,,,,,,,,,,,,VA - 1.50,26.52,0.00,2016-01-21,2075-12-31
_200972,,,,,,,,,,,,VA - 2.50,26.52,0.00,2016-01-21,2075-12-31
_200972,,,,,,,,,,,,VA - 3.00,26.52,0.00,2016-01-21,2075-12-31
_200972,,,,,,,,,,,,VA - 3.50,26.52,0.00,2016-01-21,2075-12-31
_200972,,,,,,,,,,,,VA - 4.00,26.52,0.00,2016-01-21,2075-12-31
_200972,,,,,,,,,,,,VA - 4.50,26.52,0.00,2016-01-21,2075-12-31
_200972,,,,,,,,,,,,VA - 5.00,26.52,0.00,2016-01-21,2075-12-31
_200972,,,,,,,,,,,,VA - 5.40,26.52,0.00,2016-01-21,2075-12-31
_200972,,,,,,,,,,,,VA - 7.50,26.52,0.00,2016-01-21,2075-12-31
_200972,,,,,,,,,,,,VA - 8.50,26.52,0.00,2016-01-21,2075-12-31
_200972,,,,,,,,,,,,VA - 9.00,26.52,0.00,2016-01-21,2075-12-31
_202739,I/A CAMEL MN BX KS B1G1F SIGN,174609,,a,501 01 800,Carton - 10,10.00,,,u,_012300192774,Master,78.21,0.00,1900-01-01,2075-12-31
_202739,,,,,,,,,,u,_012300192804,North Carolina,0.00,0.00,2015-12-17,2075-12-31
_202739,,,,,,,,,,,,South Carolina,0.00,0.00,2015-12-17,2075-12-31
_202739,,,,,,,,,,,,VA - 1.50,0.00,0.00,2015-12-17,2075-12-31
_202739,,,,,,,,,,,,VA - 2.50,0.00,0.00,2015-12-17,2075-12-31
_202739,,,,,,,,,,,,VA - 3.00,0.00,0.00,2015-12-17,2075-12-31
_202739,,,,,,,,,,,,VA - 3.50,0.00,0.00,2015-12-17,2075-12-31
_202739,,,,,,,,,,,,VA - 4.00,0.00,0.00,2015-12-17,2075-12-31
_202739,,,,,,,,,,,,VA - 4.50,0.00,0.00,2015-12-17,2075-12-31
_202739,,,,,,,,,,,,VA - 5.00,0.00,0.00,2015-12-17,2075-12-31
_202739,,,,,,,,,,,,VA - 5.40,0.00,0.00,2015-12-17,2075-12-31
_202739,,,,,,,,,,,,VA - 7.50,0.00,0.00,2015-12-17,2075-12-31
_202739,,,,,,,,,,,,VA - 8.50,0.00,0.00,2015-12-17,2075-12-31
_202739,,,,,,,,,,,,VA - 9.00,0.00,0.00,2015-12-17,2075-12-31
_202739,,,,,,,,,,,,Contract,0.00,0.00,2016-04-18,2075-12-31
_204230,CV DUCT TAPE 2X120,9182578,,a,601 23 510,Box - 2,2.00,,,u,_024291147121,Master,2.28,0.00,2016-08-11,2075-12-31
_204230,,,,,,,,,,u,_094187030837,North Carolina,2.28,0.00,2016-08-11,2075-12-31
_204230,,,,,,,,,,u,_808930105082,South Carolina,2.28,0.00,2016-08-11,2075-12-31
_204230,,,,,,,,,,u,_941870308370,VA - 1.50,2.28,0.00,2016-08-11,2075-12-31
_204230,,,,,,,,,,,,VA - 2.50,2.28,0.00,2016-08-11,2075-12-31
_204230,,,,,,,,,,,,VA - 3.00,2.28,0.00,2016-08-11,2075-12-31
_204230,,,,,,,,,,,,VA - 3.50,2.28,0.00,2016-08-11,2075-12-31
_204230,,,,,,,,,,,,VA - 4.00,2.28,0.00,2016-08-11,2075-12-31
_204230,,,,,,,,,,,,VA - 4.50,2.28,0.00,2016-08-11,2075-12-31
_204230,,,,,,,,,,,,VA - 5.00,2.28,0.00,2016-08-11,2075-12-31
_204230,,,,,,,,,,,,VA - 5.40,2.28,0.00,2016-08-11,2075-12-31
_204230,,,,,,,,,,,,VA - 7.50,2.28,0.00,2016-08-11,2075-12-31
_204230,,,,,,,,,,,,VA - 8.50,2.28,0.00,2016-08-11,2075-12-31
_204230,,,,,,,,,,,,VA - 9.00,2.28,0.00,2016-08-11,2075-12-31
_205179,W/OWL CGRL FF GOLD 2F$.99,1052726,,a,601 01 250,Case - 30,30.00,,,u,_031700009642,Master,17.39,0.00,2016-01-21,2075-12-31
_205179,,,,,,,,,,u,_031700049037,North Carolina,17.86,0.00,2016-01-21,2075-12-31
_205179,,,,,,,,,,,,South Carolina,16.63,0.00,2016-01-20,2075-12-31
_205179,,,,,,,,,,,,VA - 1.50,17.39,0.00,2016-01-21,2075-12-31
_205179,,,,,,,,,,,,VA - 2.50,17.39,0.00,2016-01-21,2075-12-31
_205179,,,,,,,,,,,,VA - 3.00,17.39,0.00,2016-01-21,2075-12-31
_205179,,,,,,,,,,,,VA - 3.50,17.39,0.00,2016-01-21,2075-12-31
_205179,,,,,,,,,,,,VA - 4.00,17.39,0.00,2016-01-21,2075-12-31
_205179,,,,,,,,,,,,VA - 4.50,17.39,0.00,2016-01-21,2075-12-31
_205179,,,,,,,,,,,,VA - 5.00,17.39,0.00,2016-01-21,2075-12-31
_205179,,,,,,,,,,,,VA - 5.40,17.39,0.00,2016-01-21,2075-12-31
_205179,,,,,,,,,,,,VA - 7.50,17.39,0.00,2016-01-21,2075-12-31
_205179,,,,,,,,,,,,VA - 8.50,17.39,0.00,2016-01-21,2075-12-31
_205179,,,,,,,,,,,,VA - 9.00,17.39,0.00,2016-01-21,2075-12-31
_205708,PERRIER GREEN APPLE .5L,1077298,,a,601 11 000,Case - 24,24.00,,,u,_074780446389,Master,17.87,0.00,2018-01-01,2075-12-31
_205708,,,,,,,,,,,,North Carolina,17.87,0.00,2018-01-01,2075-12-31
_205708,,,,,,,,,,,,South Carolina,17.87,0.00,2018-01-01,2075-12-31
_205708,,,,,,,,,,,,VA - 1.50,17.87,0.00,2018-01-01,2075-12-31
_205708,,,,,,,,,,,,VA - 2.50,17.87,0.00,2018-01-01,2075-12-31
_205708,,,,,,,,,,,,VA - 3.00,17.87,0.00,2018-01-01,2075-12-31
_205708,,,,,,,,,,,,VA - 3.50,17.87,0.00,2018-01-01,2075-12-31
_205708,,,,,,,,,,,,VA - 4.00,17.87,0.00,2018-01-01,2075-12-31
_205708,,,,,,,,,,,,VA - 4.50,17.87,0.00,2018-01-01,2075-12-31
_205708,,,,,,,,,,,,VA - 5.00,17.87,0.00,2018-01-01,2075-12-31
_205708,,,,,,,,,,,,VA - 5.40,17.87,0.00,2018-01-01,2075-12-31
_205708,,,,,,,,,,,,VA - 7.50,17.87,0.00,2018-01-01,2075-12-31
_205708,,,,,,,,,,,,VA - 8.50,17.87,0.00,2018-01-01,2075-12-31
_205708,,,,,,,,,,,,VA - 9.00,17.87,0.00,2018-01-01,2075-12-31
_208124,CVP HVY DTY PLSTC SPNS SS,1079411,,a,601 23 310,Each,1.00,,,u,_761706150177,Master,0.71,0.00,1900-01-01,2075-12-31
_208124,,,,,,,,,,,,North Carolina,0.71,0.00,2016-03-17,2075-12-31
_208124,,,,,,,,,,,,South Carolina,0.71,0.00,2016-03-17,2075-12-31
_208124,,,,,,,,,,,,VA - 1.50,0.71,0.00,2016-03-17,2075-12-31
_208124,,,,,,,,,,,,VA - 2.50,0.71,0.00,2016-03-17,2075-12-31
_208124,,,,,,,,,,,,VA - 3.00,0.71,0.00,2016-03-17,2075-12-31
_208124,,,,,,,,,,,,VA - 3.50,0.71,0.00,2016-03-17,2075-12-31
_208124,,,,,,,,,,,,VA - 4.00,0.71,0.00,2016-03-17,2075-12-31
_208124,,,,,,,,,,,,VA - 4.50,0.71,0.00,2016-03-17,2075-12-31
_208124,,,,,,,,,,,,VA - 5.00,0.71,0.00,2016-03-17,2075-12-31
_208124,,,,,,,,,,,,VA - 5.40,0.71,0.00,2016-03-17,2075-12-31
_208124,,,,,,,,,,,,VA - 7.50,0.71,0.00,2016-03-17,2075-12-31
_208124,,,,,,,,,,,,VA - 8.50,0.71,0.00,2016-03-17,2075-12-31
_208124,,,,,,,,,,,,VA - 9.00,0.71,0.00,2016-03-17,2075-12-31
_208959,KELLG SPEC K PRTN BAR CHOC PB,180569,,a,601 04 100,Case - 8,8.00,,,u,_038000000102,Master,8.34,0.00,2017-02-06,2075-12-31
_208959,,,,,,,,,,u,_038000291906,North Carolina,8.34,0.00,2017-02-06,2075-12-31
